Consulta_por,n_pacientes,Comuna,Mes,Año
SINDROME BRONQUIAL OBSTRUCTIVO,15,María Pinto,marzo,2017
NEUMONÍA,23,María Pinto,marzo,2017
ASMA,13,María Pinto,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,María Pinto,marzo,2017
OTRAS RESPIRATORIAS,37,María Pinto,marzo,2017
IRA ALTA,41,San Pedro,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,9,San Pedro,marzo,2017
NEUMONÍA,4,San Pedro,marzo,2017
ASMA,8,San Pedro,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,1,San Pedro,marzo,2017
OTRAS RESPIRATORIAS,38,San Pedro,marzo,2017
IRA ALTA,125,Talagante,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,11,Talagante,marzo,2017
NEUMONÍA,1,Talagante,marzo,2017
ASMA,7,Talagante,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,13,Talagante,marzo,2017
OTRAS RESPIRATORIAS,53,Talagante,marzo,2017
IRA ALTA,130,El Monte,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,9,El Monte,marzo,2017
NEUMONÍA,0,El Monte,marzo,2017
ASMA,7,El Monte,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,1,El Monte,marzo,2017
OTRAS RESPIRATORIAS,9,El Monte,marzo,2017
IRA ALTA,35,Isla De Maipo,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,23,Isla De Maipo,marzo,2017
NEUMONÍA,5,Isla De Maipo,marzo,2017
ASMA,1,Isla De Maipo,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Isla De Maipo,marzo,2017
OTRAS RESPIRATORIAS,135,Isla De Maipo,marzo,2017
IRA ALTA,400,Padre Hurtado,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,12,Padre Hurtado,marzo,2017
NEUMONÍA,3,Padre Hurtado,marzo,2017
ASMA,14,Padre Hurtado,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,Padre Hurtado,marzo,2017
OTRAS RESPIRATORIAS,181,Padre Hurtado,marzo,2017
IRA ALTA,1.225,Peñaflor,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,60,Peñaflor,marzo,2017
NEUMONÍA,8,Peñaflor,marzo,2017
ASMA,24,Peñaflor,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Peñaflor,marzo,2017
OTRAS RESPIRATORIAS,179,Peñaflor,marzo,2017
IRA ALTA,953,Santiago,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,172,Santiago,abril,2017
NEUMONÍA,41,Santiago,abril,2017
ASMA,31,Santiago,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,Santiago,abril,2017
OTRAS RESPIRATORIAS,466,Santiago,abril,2017
IRA ALTA,183,Cerrillos,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,35,Cerrillos,abril,2017
NEUMONÍA,14,Cerrillos,abril,2017
ASMA,7,Cerrillos,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Cerrillos,abril,2017
OTRAS RESPIRATORIAS,99,Cerrillos,abril,2017
IRA ALTA,638,Cerro Navia,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,158,Cerro Navia,abril,2017
NEUMONÍA,37,Cerro Navia,abril,2017
ASMA,93,Cerro Navia,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,32,Cerro Navia,abril,2017
OTRAS RESPIRATORIAS,240,Cerro Navia,abril,2017
IRA ALTA,698,Conchalí,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,126,Conchalí,abril,2017
NEUMONÍA,52,Conchalí,abril,2017
ASMA,79,Conchalí,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,10,Conchalí,abril,2017
OTRAS RESPIRATORIAS,236,Conchalí,abril,2017
IRA ALTA,2.773,El Bosque,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,241,El Bosque,abril,2017
NEUMONÍA,70,El Bosque,abril,2017
ASMA,68,El Bosque,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,37,El Bosque,abril,2017
OTRAS RESPIRATORIAS,399,El Bosque,abril,2017
IRA ALTA,185,Estación Central,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,87,Estación Central,abril,2017
NEUMONÍA,26,Estación Central,abril,2017
ASMA,21,Estación Central,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,9,Estación Central,abril,2017
OTRAS RESPIRATORIAS,471,Estación Central,abril,2017
IRA ALTA,793,Huechuraba,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,179,Huechuraba,abril,2017
NEUMONÍA,80,Huechuraba,abril,2017
ASMA,29,Huechuraba,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,13,Huechuraba,abril,2017
OTRAS RESPIRATORIAS,176,Huechuraba,abril,2017
IRA ALTA,595,Independencia,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,153,Independencia,abril,2017
NEUMONÍA,34,Independencia,abril,2017
ASMA,12,Independencia,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,9,Independencia,abril,2017
OTRAS RESPIRATORIAS,359,Independencia,abril,2017
IRA ALTA,314,La Cisterna,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,89,La Cisterna,abril,2017
NEUMONÍA,34,La Cisterna,abril,2017
ASMA,32,La Cisterna,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,17,La Cisterna,abril,2017
OTRAS RESPIRATORIAS,75,La Cisterna,abril,2017
IRA ALTA,3.801,La Florida,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,374,La Florida,abril,2017
NEUMONÍA,260,La Florida,abril,2017
ASMA,129,La Florida,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,48,La Florida,abril,2017
OTRAS RESPIRATORIAS,702,La Florida,abril,2017
IRA ALTA,701,La Granja,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,119,La Granja,abril,2017
NEUMONÍA,56,La Granja,abril,2017
ASMA,87,La Granja,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,59,La Granja,abril,2017
OTRAS RESPIRATORIAS,342,La Granja,abril,2017
IRA ALTA,1.622,La Pintana,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,491,La Pintana,abril,2017
NEUMONÍA,186,La Pintana,abril,2017
ASMA,78,La Pintana,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,38,La Pintana,abril,2017
OTRAS RESPIRATORIAS,378,La Pintana,abril,2017
IRA ALTA,90,La Reina,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,13,La Reina,abril,2017
NEUMONÍA,8,La Reina,abril,2017
ASMA,28,La Reina,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,18,La Reina,abril,2017
OTRAS RESPIRATORIAS,78,La Reina,abril,2017
IRA ALTA,575,Las Condes,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,64,Las Condes,abril,2017
NEUMONÍA,39,Las Condes,abril,2017
ASMA,55,Las Condes,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,30,Las Condes,abril,2017
OTRAS RESPIRATORIAS,164,Las Condes,abril,2017
IRA ALTA,308,Lo Barnechea,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,99,Lo Barnechea,abril,2017
NEUMONÍA,32,Lo Barnechea,abril,2017
ASMA,18,Lo Barnechea,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Lo Barnechea,abril,2017
OTRAS RESPIRATORIAS,39,Lo Barnechea,abril,2017
IRA ALTA,320,Lo Espejo,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,141,Lo Espejo,abril,2017
NEUMONÍA,29,Lo Espejo,abril,2017
ASMA,31,Lo Espejo,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,9,Lo Espejo,abril,2017
OTRAS RESPIRATORIAS,119,Lo Espejo,abril,2017
IRA ALTA,844,Lo Prado,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,87,Lo Prado,abril,2017
NEUMONÍA,76,Lo Prado,abril,2017
ASMA,10,Lo Prado,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Lo Prado,abril,2017
OTRAS RESPIRATORIAS,439,Lo Prado,abril,2017
IRA ALTA,497,Macul,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,131,Macul,abril,2017
NEUMONÍA,37,Macul,abril,2017
ASMA,47,Macul,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,57,Macul,abril,2017
OTRAS RESPIRATORIAS,179,Macul,abril,2017
IRA ALTA,1.115,Maipú,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,244,Maipú,abril,2017
NEUMONÍA,65,Maipú,abril,2017
ASMA,109,Maipú,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,38,Maipú,abril,2017
OTRAS RESPIRATORIAS,725,Maipú,abril,2017
IRA ALTA,286,Ñuñoa,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,33,Ñuñoa,abril,2017
NEUMONÍA,51,Ñuñoa,abril,2017
ASMA,34,Ñuñoa,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,20,Ñuñoa,abril,2017
OTRAS RESPIRATORIAS,240,Ñuñoa,abril,2017
IRA ALTA,590,Pedro Aguirre Cerda,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,162,Pedro Aguirre Cerda,abril,2017
NEUMONÍA,64,Pedro Aguirre Cerda,abril,2017
ASMA,33,Pedro Aguirre Cerda,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,35,Pedro Aguirre Cerda,abril,2017
OTRAS RESPIRATORIAS,247,Pedro Aguirre Cerda,abril,2017
IRA ALTA,2.856,Peñalolén,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,1.356,Peñalolén,abril,2017
NEUMONÍA,256,Peñalolén,abril,2017
ASMA,573,Peñalolén,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,151,Peñalolén,abril,2017
OTRAS RESPIRATORIAS,583,Peñalolén,abril,2017
IRA ALTA,18,Providencia,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Providencia,abril,2017
NEUMONÍA,5,Providencia,abril,2017
ASMA,14,Providencia,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,Providencia,abril,2017
OTRAS RESPIRATORIAS,138,Providencia,abril,2017
IRA ALTA,1.353,Pudahuel,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,283,Pudahuel,abril,2017
NEUMONÍA,183,Pudahuel,abril,2017
ASMA,31,Pudahuel,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,22,Pudahuel,abril,2017
OTRAS RESPIRATORIAS,585,Pudahuel,abril,2017
IRA ALTA,2.003,Quilicura,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,436,Quilicura,abril,2017
NEUMONÍA,51,Quilicura,abril,2017
ASMA,78,Quilicura,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,51,Quilicura,abril,2017
OTRAS RESPIRATORIAS,226,Quilicura,abril,2017
IRA ALTA,772,Quinta Normal,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,102,Quinta Normal,abril,2017
NEUMONÍA,71,Quinta Normal,abril,2017
ASMA,16,Quinta Normal,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,11,Quinta Normal,abril,2017
OTRAS RESPIRATORIAS,299,Quinta Normal,abril,2017
IRA ALTA,748,Recoleta,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,122,Recoleta,abril,2017
NEUMONÍA,59,Recoleta,abril,2017
ASMA,41,Recoleta,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,18,Recoleta,abril,2017
OTRAS RESPIRATORIAS,282,Recoleta,abril,2017
IRA ALTA,1.488,Renca,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,207,Renca,abril,2017
NEUMONÍA,52,Renca,abril,2017
ASMA,24,Renca,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,36,Renca,abril,2017
OTRAS RESPIRATORIAS,333,Renca,abril,2017
IRA ALTA,425,San Joaquín,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,140,San Joaquín,abril,2017
NEUMONÍA,55,San Joaquín,abril,2017
ASMA,37,San Joaquín,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,19,San Joaquín,abril,2017
OTRAS RESPIRATORIAS,271,San Joaquín,abril,2017
IRA ALTA,5,San Miguel,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,4,San Miguel,abril,2017
NEUMONÍA,6,San Miguel,abril,2017
ASMA,34,San Miguel,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,1,San Miguel,abril,2017
OTRAS RESPIRATORIAS,146,San Miguel,abril,2017
IRA ALTA,326,San Ramón,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,78,San Ramón,abril,2017
NEUMONÍA,36,San Ramón,abril,2017
ASMA,49,San Ramón,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,15,San Ramón,abril,2017
OTRAS RESPIRATORIAS,78,San Ramón,abril,2017
IRA ALTA,0,Vitacura,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Vitacura,abril,2017
NEUMONÍA,0,Vitacura,abril,2017
ASMA,0,Vitacura,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Vitacura,abril,2017
OTRAS RESPIRATORIAS,0,Vitacura,abril,2017
IRA ALTA,3.241,Puente Alto,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,1.680,Puente Alto,abril,2017
NEUMONÍA,351,Puente Alto,abril,2017
ASMA,307,Puente Alto,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,106,Puente Alto,abril,2017
OTRAS RESPIRATORIAS,1.237,Puente Alto,abril,2017
IRA ALTA,368,Pirque,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,34,Pirque,abril,2017
NEUMONÍA,23,Pirque,abril,2017
ASMA,12,Pirque,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Pirque,abril,2017
OTRAS RESPIRATORIAS,80,Pirque,abril,2017
IRA ALTA,114,San José De Maipo,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,9,San José De Maipo,abril,2017
NEUMONÍA,12,San José De Maipo,abril,2017
ASMA,3,San José De Maipo,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,San José De Maipo,abril,2017
OTRAS RESPIRATORIAS,39,San José De Maipo,abril,2017
IRA ALTA,498,Colina,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,108,Colina,abril,2017
NEUMONÍA,27,Colina,abril,2017
ASMA,17,Colina,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,Colina,abril,2017
OTRAS RESPIRATORIAS,134,Colina,abril,2017
IRA ALTA,772,Lampa,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,162,Lampa,abril,2017
NEUMONÍA,16,Lampa,abril,2017
ASMA,59,Lampa,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Lampa,abril,2017
OTRAS RESPIRATORIAS,879,Lampa,abril,2017
IRA ALTA,261,Tiltil,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,23,Tiltil,abril,2017
NEUMONÍA,9,Tiltil,abril,2017
ASMA,16,Tiltil,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,Tiltil,abril,2017
OTRAS RESPIRATORIAS,48,Tiltil,abril,2017
IRA ALTA,1.910,San Bernardo,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,574,San Bernardo,abril,2017
NEUMONÍA,188,San Bernardo,abril,2017
ASMA,106,San Bernardo,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,41,San Bernardo,abril,2017
OTRAS RESPIRATORIAS,725,San Bernardo,abril,2017
IRA ALTA,685,Buin,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,193,Buin,abril,2017
NEUMONÍA,38,Buin,abril,2017
ASMA,31,Buin,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Buin,abril,2017
OTRAS RESPIRATORIAS,270,Buin,abril,2017
IRA ALTA,285,Calera De Tango,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,12,Calera De Tango,abril,2017
NEUMONÍA,5,Calera De Tango,abril,2017
ASMA,5,Calera De Tango,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Calera De Tango,abril,2017
OTRAS RESPIRATORIAS,31,Calera De Tango,abril,2017
IRA ALTA,563,Paine,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,56,Paine,abril,2017
NEUMONÍA,21,Paine,abril,2017
ASMA,14,Paine,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,9,Paine,abril,2017
OTRAS RESPIRATORIAS,246,Paine,abril,2017
IRA ALTA,1.167,Melipilla,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,238,Melipilla,abril,2017
NEUMONÍA,66,Melipilla,abril,2017
ASMA,39,Melipilla,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Melipilla,abril,2017
OTRAS RESPIRATORIAS,118,Melipilla,abril,2017
IRA ALTA,33,Alhué,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,17,Alhué,abril,2017
NEUMONÍA,6,Alhué,abril,2017
ASMA,8,Alhué,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,Alhué,abril,2017
OTRAS RESPIRATORIAS,37,Alhué,abril,2017
IRA ALTA,0,Curacaví,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Curacaví,abril,2017
NEUMONÍA,0,Curacaví,abril,2017
ASMA,3,Curacaví,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Curacaví,abril,2017
OTRAS RESPIRATORIAS,17,Curacaví,abril,2017
IRA ALTA,120,María Pinto,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,43,María Pinto,abril,2017
NEUMONÍA,60,María Pinto,abril,2017
ASMA,25,María Pinto,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,13,María Pinto,abril,2017
OTRAS RESPIRATORIAS,72,María Pinto,abril,2017
IRA ALTA,80,San Pedro,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,8,San Pedro,abril,2017
NEUMONÍA,2,San Pedro,abril,2017
ASMA,4,San Pedro,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,San Pedro,abril,2017
OTRAS RESPIRATORIAS,38,San Pedro,abril,2017
IRA ALTA,159,Talagante,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,13,Talagante,abril,2017
NEUMONÍA,12,Talagante,abril,2017
ASMA,8,Talagante,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Talagante,abril,2017
OTRAS RESPIRATORIAS,90,Talagante,abril,2017
IRA ALTA,129,El Monte,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,11,El Monte,abril,2017
NEUMONÍA,2,El Monte,abril,2017
ASMA,3,El Monte,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,El Monte,abril,2017
OTRAS RESPIRATORIAS,20,El Monte,abril,2017
IRA ALTA,73,Isla De Maipo,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,20,Isla De Maipo,abril,2017
NEUMONÍA,7,Isla De Maipo,abril,2017
ASMA,0,Isla De Maipo,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Isla De Maipo,abril,2017
OTRAS RESPIRATORIAS,81,Isla De Maipo,abril,2017
IRA ALTA,369,Padre Hurtado,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,23,Padre Hurtado,abril,2017
NEUMONÍA,6,Padre Hurtado,abril,2017
ASMA,8,Padre Hurtado,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Padre Hurtado,abril,2017
OTRAS RESPIRATORIAS,149,Padre Hurtado,abril,2017
IRA ALTA,1.327,Peñaflor,abril,2017
SINDROME BRONQUIAL OBSTRUCTIVO,176,Peñaflor,abril,2017
NEUMONÍA,26,Peñaflor,abril,2017
ASMA,26,Peñaflor,abril,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,1,Peñaflor,abril,2017
OTRAS RESPIRATORIAS,533,Peñaflor,abril,2017
IRA ALTA,1.499,Santiago,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,291,Santiago,mayo,2017
NEUMONÍA,106,Santiago,mayo,2017
ASMA,43,Santiago,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,45,Santiago,mayo,2017
OTRAS RESPIRATORIAS,879,Santiago,mayo,2017
IRA ALTA,244,Cerrillos,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,50,Cerrillos,mayo,2017
NEUMONÍA,15,Cerrillos,mayo,2017
ASMA,20,Cerrillos,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,10,Cerrillos,mayo,2017
OTRAS RESPIRATORIAS,164,Cerrillos,mayo,2017
IRA ALTA,986,Cerro Navia,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,337,Cerro Navia,mayo,2017
NEUMONÍA,77,Cerro Navia,mayo,2017
ASMA,101,Cerro Navia,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,38,Cerro Navia,mayo,2017
OTRAS RESPIRATORIAS,372,Cerro Navia,mayo,2017
IRA ALTA,1.188,Conchalí,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,321,Conchalí,mayo,2017
NEUMONÍA,103,Conchalí,mayo,2017
ASMA,106,Conchalí,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,20,Conchalí,mayo,2017
OTRAS RESPIRATORIAS,565,Conchalí,mayo,2017
IRA ALTA,4.153,El Bosque,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,409,El Bosque,mayo,2017
NEUMONÍA,137,El Bosque,mayo,2017
ASMA,87,El Bosque,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,61,El Bosque,mayo,2017
OTRAS RESPIRATORIAS,689,El Bosque,mayo,2017
IRA ALTA,378,Estación Central,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,195,Estación Central,mayo,2017
NEUMONÍA,51,Estación Central,mayo,2017
ASMA,35,Estación Central,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,20,Estación Central,mayo,2017
OTRAS RESPIRATORIAS,807,Estación Central,mayo,2017
IRA ALTA,864,Huechuraba,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,258,Huechuraba,mayo,2017
NEUMONÍA,138,Huechuraba,mayo,2017
ASMA,29,Huechuraba,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,11,Huechuraba,mayo,2017
OTRAS RESPIRATORIAS,231,Huechuraba,mayo,2017
IRA ALTA,809,Independencia,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,177,Independencia,mayo,2017
NEUMONÍA,38,Independencia,mayo,2017
ASMA,40,Independencia,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,16,Independencia,mayo,2017
OTRAS RESPIRATORIAS,468,Independencia,mayo,2017
IRA ALTA,438,La Cisterna,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,126,La Cisterna,mayo,2017
NEUMONÍA,65,La Cisterna,mayo,2017
ASMA,55,La Cisterna,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,21,La Cisterna,mayo,2017
OTRAS RESPIRATORIAS,150,La Cisterna,mayo,2017
IRA ALTA,6.100,La Florida,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,639,La Florida,mayo,2017
NEUMONÍA,438,La Florida,mayo,2017
ASMA,154,La Florida,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,128,La Florida,mayo,2017
OTRAS RESPIRATORIAS,1.408,La Florida,mayo,2017
IRA ALTA,1.117,La Granja,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,251,La Granja,mayo,2017
NEUMONÍA,138,La Granja,mayo,2017
ASMA,84,La Granja,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,59,La Granja,mayo,2017
OTRAS RESPIRATORIAS,597,La Granja,mayo,2017
IRA ALTA,2.422,La Pintana,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,619,La Pintana,mayo,2017
NEUMONÍA,373,La Pintana,mayo,2017
ASMA,131,La Pintana,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,60,La Pintana,mayo,2017
OTRAS RESPIRATORIAS,633,La Pintana,mayo,2017
IRA ALTA,129,La Reina,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,28,La Reina,mayo,2017
NEUMONÍA,13,La Reina,mayo,2017
ASMA,24,La Reina,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,La Reina,mayo,2017
OTRAS RESPIRATORIAS,249,La Reina,mayo,2017
IRA ALTA,549,Las Condes,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,145,Las Condes,mayo,2017
NEUMONÍA,36,Las Condes,mayo,2017
ASMA,34,Las Condes,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,13,Las Condes,mayo,2017
OTRAS RESPIRATORIAS,214,Las Condes,mayo,2017
IRA ALTA,398,Lo Barnechea,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,219,Lo Barnechea,mayo,2017
NEUMONÍA,48,Lo Barnechea,mayo,2017
ASMA,21,Lo Barnechea,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,15,Lo Barnechea,mayo,2017
OTRAS RESPIRATORIAS,95,Lo Barnechea,mayo,2017
IRA ALTA,662,Lo Espejo,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,285,Lo Espejo,mayo,2017
NEUMONÍA,61,Lo Espejo,mayo,2017
ASMA,51,Lo Espejo,mayo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,30,Lo Espejo,mayo,2017
OTRAS RESPIRATORIAS,234,Lo Espejo,mayo,2017
IRA ALTA,1.587,Lo Prado,mayo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,145,Lo Prado,mayo,2017
