Consulta_por,n_pacientes,Comuna,Mes,Año
CARDIOVASCULAR,184,Estación Central,julio,2019
IRA ALTA,2.482,Huechuraba,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,826,Huechuraba,julio,2019
NEUMONÍA,366,Huechuraba,julio,2019
ASMA,154,Huechuraba,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,56,Huechuraba,julio,2019
OTRAS RESPIRATORIAS,988,Huechuraba,julio,2019
CARDIOVASCULAR,304,Huechuraba,julio,2019
IRA ALTA,1.342,Independencia,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,130,Independencia,julio,2019
NEUMONÍA,70,Independencia,julio,2019
ASMA,40,Independencia,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Independencia,julio,2019
OTRAS RESPIRATORIAS,798,Independencia,julio,2019
CARDIOVASCULAR,184,Independencia,julio,2019
IRA ALTA,1.138,La Cisterna,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,306,La Cisterna,julio,2019
NEUMONÍA,226,La Cisterna,julio,2019
ASMA,118,La Cisterna,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,60,La Cisterna,julio,2019
OTRAS RESPIRATORIAS,264,La Cisterna,julio,2019
CARDIOVASCULAR,996,La Cisterna,julio,2019
IRA ALTA,11.266,La Florida,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,1.336,La Florida,julio,2019
NEUMONÍA,1.460,La Florida,julio,2019
ASMA,400,La Florida,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,238,La Florida,julio,2019
OTRAS RESPIRATORIAS,4.386,La Florida,julio,2019
CARDIOVASCULAR,1.800,La Florida,julio,2019
IRA ALTA,2.570,La Granja,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,768,La Granja,julio,2019
NEUMONÍA,482,La Granja,julio,2019
ASMA,192,La Granja,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,134,La Granja,julio,2019
OTRAS RESPIRATORIAS,1.384,La Granja,julio,2019
CARDIOVASCULAR,1.216,La Granja,julio,2019
IRA ALTA,4.046,La Pintana,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,1.172,La Pintana,julio,2019
NEUMONÍA,674,La Pintana,julio,2019
ASMA,132,La Pintana,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,106,La Pintana,julio,2019
OTRAS RESPIRATORIAS,2.278,La Pintana,julio,2019
CARDIOVASCULAR,1.026,La Pintana,julio,2019
IRA ALTA,582,La Reina,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,146,La Reina,julio,2019
NEUMONÍA,80,La Reina,julio,2019
ASMA,24,La Reina,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,36,La Reina,julio,2019
OTRAS RESPIRATORIAS,458,La Reina,julio,2019
CARDIOVASCULAR,348,La Reina,julio,2019
IRA ALTA,1.478,Las Condes,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,178,Las Condes,julio,2019
NEUMONÍA,132,Las Condes,julio,2019
ASMA,56,Las Condes,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,36,Las Condes,julio,2019
OTRAS RESPIRATORIAS,700,Las Condes,julio,2019
CARDIOVASCULAR,434,Las Condes,julio,2019
IRA ALTA,898,Lo Barnechea,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,208,Lo Barnechea,julio,2019
NEUMONÍA,126,Lo Barnechea,julio,2019
ASMA,58,Lo Barnechea,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Lo Barnechea,julio,2019
OTRAS RESPIRATORIAS,480,Lo Barnechea,julio,2019
CARDIOVASCULAR,1.092,Lo Barnechea,julio,2019
IRA ALTA,1.374,Lo Espejo,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,772,Lo Espejo,julio,2019
NEUMONÍA,320,Lo Espejo,julio,2019
ASMA,112,Lo Espejo,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,112,Lo Espejo,julio,2019
OTRAS RESPIRATORIAS,920,Lo Espejo,julio,2019
CARDIOVASCULAR,578,Lo Espejo,julio,2019
IRA ALTA,2.670,Lo Prado,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,390,Lo Prado,julio,2019
NEUMONÍA,246,Lo Prado,julio,2019
ASMA,58,Lo Prado,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,44,Lo Prado,julio,2019
OTRAS RESPIRATORIAS,1.256,Lo Prado,julio,2019
CARDIOVASCULAR,56,Lo Prado,julio,2019
IRA ALTA,278,Macul,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,282,Macul,julio,2019
NEUMONÍA,38,Macul,julio,2019
ASMA,156,Macul,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,32,Macul,julio,2019
OTRAS RESPIRATORIAS,440,Macul,julio,2019
CARDIOVASCULAR,0,Macul,julio,2019
IRA ALTA,3.414,Maipu,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,1.134,Maipu,julio,2019
NEUMONÍA,304,Maipu,julio,2019
ASMA,670,Maipu,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,138,Maipu,julio,2019
OTRAS RESPIRATORIAS,2.260,Maipu,julio,2019
CARDIOVASCULAR,1.236,Maipu,julio,2019
IRA ALTA,920,Ñuñoa,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,152,Ñuñoa,julio,2019
NEUMONÍA,90,Ñuñoa,julio,2019
ASMA,80,Ñuñoa,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,70,Ñuñoa,julio,2019
OTRAS RESPIRATORIAS,722,Ñuñoa,julio,2019
CARDIOVASCULAR,0,Ñuñoa,julio,2019
IRA ALTA,658,Pedro Aguirre Cerda,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,218,Pedro Aguirre Cerda,julio,2019
NEUMONÍA,112,Pedro Aguirre Cerda,julio,2019
ASMA,92,Pedro Aguirre Cerda,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,76,Pedro Aguirre Cerda,julio,2019
OTRAS RESPIRATORIAS,1.476,Pedro Aguirre Cerda,julio,2019
CARDIOVASCULAR,484,Pedro Aguirre Cerda,julio,2019
IRA ALTA,10.126,Peñalolén,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,2.808,Peñalolén,julio,2019
NEUMONÍA,1.716,Peñalolén,julio,2019
ASMA,870,Peñalolén,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,450,Peñalolén,julio,2019
OTRAS RESPIRATORIAS,5.340,Peñalolén,julio,2019
CARDIOVASCULAR,3.532,Peñalolén,julio,2019
IRA ALTA,314,Providencia,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,32,Providencia,julio,2019
NEUMONÍA,80,Providencia,julio,2019
ASMA,34,Providencia,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Providencia,julio,2019
OTRAS RESPIRATORIAS,782,Providencia,julio,2019
CARDIOVASCULAR,488,Providencia,julio,2019
IRA ALTA,3.716,Pudahuel,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,1.528,Pudahuel,julio,2019
NEUMONÍA,1.018,Pudahuel,julio,2019
ASMA,76,Pudahuel,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,52,Pudahuel,julio,2019
OTRAS RESPIRATORIAS,2.712,Pudahuel,julio,2019
CARDIOVASCULAR,166,Pudahuel,julio,2019
IRA ALTA,7.644,Quilicura,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,2.072,Quilicura,julio,2019
NEUMONÍA,358,Quilicura,julio,2019
ASMA,124,Quilicura,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,132,Quilicura,julio,2019
OTRAS RESPIRATORIAS,850,Quilicura,julio,2019
CARDIOVASCULAR,942,Quilicura,julio,2019
IRA ALTA,3.016,Quinta Normal,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,542,Quinta Normal,julio,2019
NEUMONÍA,820,Quinta Normal,julio,2019
ASMA,98,Quinta Normal,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,46,Quinta Normal,julio,2019
OTRAS RESPIRATORIAS,1.754,Quinta Normal,julio,2019
CARDIOVASCULAR,962,Quinta Normal,julio,2019
IRA ALTA,2.758,Recoleta,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,660,Recoleta,julio,2019
NEUMONÍA,242,Recoleta,julio,2019
ASMA,86,Recoleta,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,60,Recoleta,julio,2019
OTRAS RESPIRATORIAS,1.458,Recoleta,julio,2019
CARDIOVASCULAR,80,Recoleta,julio,2019
IRA ALTA,1.802,Renca,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,556,Renca,julio,2019
NEUMONÍA,184,Renca,julio,2019
ASMA,66,Renca,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,46,Renca,julio,2019
OTRAS RESPIRATORIAS,1.282,Renca,julio,2019
CARDIOVASCULAR,480,Renca,julio,2019
IRA ALTA,778,San Joaquín,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,176,San Joaquín,julio,2019
NEUMONÍA,94,San Joaquín,julio,2019
ASMA,60,San Joaquín,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,30,San Joaquín,julio,2019
OTRAS RESPIRATORIAS,546,San Joaquín,julio,2019
CARDIOVASCULAR,414,San Joaquín,julio,2019
IRA ALTA,1.034,San Miguel,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,250,San Miguel,julio,2019
NEUMONÍA,182,San Miguel,julio,2019
ASMA,186,San Miguel,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,108,San Miguel,julio,2019
OTRAS RESPIRATORIAS,972,San Miguel,julio,2019
CARDIOVASCULAR,156,San Miguel,julio,2019
IRA ALTA,434,San Ramón,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,92,San Ramón,julio,2019
NEUMONÍA,124,San Ramón,julio,2019
ASMA,86,San Ramón,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,26,San Ramón,julio,2019
OTRAS RESPIRATORIAS,402,San Ramón,julio,2019
CARDIOVASCULAR,178,San Ramón,julio,2019
IRA ALTA,4,Vitacura,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,0,Vitacura,julio,2019
NEUMONÍA,2,Vitacura,julio,2019
ASMA,0,Vitacura,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Vitacura,julio,2019
OTRAS RESPIRATORIAS,28,Vitacura,julio,2019
CARDIOVASCULAR,0,Vitacura,julio,2019
IRA ALTA,9.970,Puente Alto,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,4.898,Puente Alto,julio,2019
NEUMONÍA,1.688,Puente Alto,julio,2019
ASMA,654,Puente Alto,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,252,Puente Alto,julio,2019
OTRAS RESPIRATORIAS,4.058,Puente Alto,julio,2019
CARDIOVASCULAR,0,Puente Alto,julio,2019
IRA ALTA,1.064,Pirque,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,44,Pirque,julio,2019
NEUMONÍA,128,Pirque,julio,2019
ASMA,12,Pirque,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Pirque,julio,2019
OTRAS RESPIRATORIAS,462,Pirque,julio,2019
CARDIOVASCULAR,166,Pirque,julio,2019
IRA ALTA,564,San José De Maipo,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,126,San José De Maipo,julio,2019
NEUMONÍA,54,San José De Maipo,julio,2019
ASMA,24,San José De Maipo,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,San José De Maipo,julio,2019
OTRAS RESPIRATORIAS,338,San José De Maipo,julio,2019
CARDIOVASCULAR,22,San José De Maipo,julio,2019
IRA ALTA,834,Colina,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,496,Colina,julio,2019
NEUMONÍA,240,Colina,julio,2019
ASMA,40,Colina,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,46,Colina,julio,2019
OTRAS RESPIRATORIAS,582,Colina,julio,2019
CARDIOVASCULAR,0,Colina,julio,2019
IRA ALTA,2.928,Lampa,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,512,Lampa,julio,2019
NEUMONÍA,256,Lampa,julio,2019
ASMA,82,Lampa,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,72,Lampa,julio,2019
OTRAS RESPIRATORIAS,970,Lampa,julio,2019
CARDIOVASCULAR,592,Lampa,julio,2019
IRA ALTA,482,Tiltil,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,60,Tiltil,julio,2019
NEUMONÍA,44,Tiltil,julio,2019
ASMA,38,Tiltil,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Tiltil,julio,2019
OTRAS RESPIRATORIAS,134,Tiltil,julio,2019
CARDIOVASCULAR,226,Tiltil,julio,2019
IRA ALTA,6.534,San Bernardo,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,1.974,San Bernardo,julio,2019
NEUMONÍA,730,San Bernardo,julio,2019
ASMA,222,San Bernardo,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,48,San Bernardo,julio,2019
OTRAS RESPIRATORIAS,1.878,San Bernardo,julio,2019
CARDIOVASCULAR,958,San Bernardo,julio,2019
IRA ALTA,1.964,Buin,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,930,Buin,julio,2019
NEUMONÍA,392,Buin,julio,2019
ASMA,96,Buin,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,98,Buin,julio,2019
OTRAS RESPIRATORIAS,814,Buin,julio,2019
CARDIOVASCULAR,50,Buin,julio,2019
IRA ALTA,940,Calera De Tango,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,86,Calera De Tango,julio,2019
NEUMONÍA,48,Calera De Tango,julio,2019
ASMA,20,Calera De Tango,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,Calera De Tango,julio,2019
OTRAS RESPIRATORIAS,204,Calera De Tango,julio,2019
CARDIOVASCULAR,294,Calera De Tango,julio,2019
IRA ALTA,2.772,Paine,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,394,Paine,julio,2019
NEUMONÍA,348,Paine,julio,2019
ASMA,94,Paine,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,94,Paine,julio,2019
OTRAS RESPIRATORIAS,1.434,Paine,julio,2019
CARDIOVASCULAR,22,Paine,julio,2019
IRA ALTA,2.938,Melipilla,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,746,Melipilla,julio,2019
NEUMONÍA,192,Melipilla,julio,2019
ASMA,90,Melipilla,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,34,Melipilla,julio,2019
OTRAS RESPIRATORIAS,722,Melipilla,julio,2019
CARDIOVASCULAR,734,Melipilla,julio,2019
IRA ALTA,6,Alhué,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,0,Alhué,julio,2019
NEUMONÍA,6,Alhué,julio,2019
ASMA,0,Alhué,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Alhué,julio,2019
OTRAS RESPIRATORIAS,84,Alhué,julio,2019
CARDIOVASCULAR,80,Alhué,julio,2019
IRA ALTA,154,Curacaví,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,126,Curacaví,julio,2019
NEUMONÍA,58,Curacaví,julio,2019
ASMA,6,Curacaví,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Curacaví,julio,2019
OTRAS RESPIRATORIAS,108,Curacaví,julio,2019
CARDIOVASCULAR,204,Curacaví,julio,2019
IRA ALTA,1.110,Maria Pinto,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,124,Maria Pinto,julio,2019
NEUMONÍA,86,Maria Pinto,julio,2019
ASMA,32,Maria Pinto,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Maria Pinto,julio,2019
OTRAS RESPIRATORIAS,616,Maria Pinto,julio,2019
CARDIOVASCULAR,200,Maria Pinto,julio,2019
IRA ALTA,74,San Pedro,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,34,San Pedro,julio,2019
NEUMONÍA,30,San Pedro,julio,2019
ASMA,4,San Pedro,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,San Pedro,julio,2019
OTRAS RESPIRATORIAS,54,San Pedro,julio,2019
CARDIOVASCULAR,306,San Pedro,julio,2019
IRA ALTA,908,Talagante,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,22,Talagante,julio,2019
NEUMONÍA,48,Talagante,julio,2019
ASMA,0,Talagante,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Talagante,julio,2019
OTRAS RESPIRATORIAS,756,Talagante,julio,2019
CARDIOVASCULAR,0,Talagante,julio,2019
IRA ALTA,182,El Monte,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,106,El Monte,julio,2019
NEUMONÍA,74,El Monte,julio,2019
ASMA,8,El Monte,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,10,El Monte,julio,2019
OTRAS RESPIRATORIAS,1.156,El Monte,julio,2019
CARDIOVASCULAR,30,El Monte,julio,2019
IRA ALTA,404,Isla De Maipo,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,88,Isla De Maipo,julio,2019
NEUMONÍA,90,Isla De Maipo,julio,2019
ASMA,4,Isla De Maipo,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Isla De Maipo,julio,2019
OTRAS RESPIRATORIAS,356,Isla De Maipo,julio,2019
CARDIOVASCULAR,148,Isla De Maipo,julio,2019
IRA ALTA,700,Padre Hurtado,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,76,Padre Hurtado,julio,2019
NEUMONÍA,30,Padre Hurtado,julio,2019
ASMA,24,Padre Hurtado,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Padre Hurtado,julio,2019
OTRAS RESPIRATORIAS,238,Padre Hurtado,julio,2019
CARDIOVASCULAR,0,Padre Hurtado,julio,2019
IRA ALTA,2.400,Peñaflor,julio,2019
SINDROME BRONQUIAL OBSTRUCTIVO,436,Peñaflor,julio,2019
NEUMONÍA,184,Peñaflor,julio,2019
ASMA,486,Peñaflor,julio,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,22,Peñaflor,julio,2019
OTRAS RESPIRATORIAS,828,Peñaflor,julio,2019
CARDIOVASCULAR,530,Peñaflor,julio,2019
IRA ALTA,1.180,Santiago,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,168,Santiago,agosto,2019
NEUMONÍA,110,Santiago,agosto,2019
ASMA,47,Santiago,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,29,Santiago,agosto,2019
OTRAS RESPIRATORIAS,449,Santiago,agosto,2019
CARDIOVASCULAR,0,Santiago,agosto,2019
IRA ALTA,670,Cerrillos,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,160,Cerrillos,agosto,2019
NEUMONÍA,36,Cerrillos,agosto,2019
ASMA,44,Cerrillos,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,10,Cerrillos,agosto,2019
OTRAS RESPIRATORIAS,474,Cerrillos,agosto,2019
CARDIOVASCULAR,0,Cerrillos,agosto,2019
IRA ALTA,997,Cerro Navia,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,273,Cerro Navia,agosto,2019
NEUMONÍA,140,Cerro Navia,agosto,2019
ASMA,120,Cerro Navia,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,64,Cerro Navia,agosto,2019
OTRAS RESPIRATORIAS,242,Cerro Navia,agosto,2019
CARDIOVASCULAR,738,Cerro Navia,agosto,2019
IRA ALTA,1.094,Conchalí,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,201,Conchalí,agosto,2019
NEUMONÍA,116,Conchalí,agosto,2019
ASMA,166,Conchalí,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,67,Conchalí,agosto,2019
OTRAS RESPIRATORIAS,444,Conchalí,agosto,2019
CARDIOVASCULAR,18,Conchalí,agosto,2019
IRA ALTA,4.778,El Bosque,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,776,El Bosque,agosto,2019
NEUMONÍA,570,El Bosque,agosto,2019
ASMA,262,El Bosque,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,252,El Bosque,agosto,2019
OTRAS RESPIRATORIAS,2.020,El Bosque,agosto,2019
CARDIOVASCULAR,2.096,El Bosque,agosto,2019
IRA ALTA,598,Estación Central,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,178,Estación Central,agosto,2019
NEUMONÍA,62,Estación Central,agosto,2019
ASMA,34,Estación Central,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Estación Central,agosto,2019
OTRAS RESPIRATORIAS,1.136,Estación Central,agosto,2019
CARDIOVASCULAR,240,Estación Central,agosto,2019
IRA ALTA,1.003,Huechuraba,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,178,Huechuraba,agosto,2019
NEUMONÍA,117,Huechuraba,agosto,2019
ASMA,51,Huechuraba,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Huechuraba,agosto,2019
OTRAS RESPIRATORIAS,396,Huechuraba,agosto,2019
CARDIOVASCULAR,173,Huechuraba,agosto,2019
IRA ALTA,1.528,Independencia,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,254,Independencia,agosto,2019
NEUMONÍA,100,Independencia,agosto,2019
ASMA,54,Independencia,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Independencia,agosto,2019
OTRAS RESPIRATORIAS,882,Independencia,agosto,2019
CARDIOVASCULAR,194,Independencia,agosto,2019
IRA ALTA,1.390,La Cisterna,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,286,La Cisterna,agosto,2019
NEUMONÍA,174,La Cisterna,agosto,2019
ASMA,74,La Cisterna,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,58,La Cisterna,agosto,2019
OTRAS RESPIRATORIAS,260,La Cisterna,agosto,2019
CARDIOVASCULAR,1.072,La Cisterna,agosto,2019
IRA ALTA,9.664,La Florida,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,1.040,La Florida,agosto,2019
NEUMONÍA,1.120,La Florida,agosto,2019
ASMA,526,La Florida,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,190,La Florida,agosto,2019
OTRAS RESPIRATORIAS,3.256,La Florida,agosto,2019
CARDIOVASCULAR,1.330,La Florida,agosto,2019
IRA ALTA,2.012,La Granja,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,472,La Granja,agosto,2019
NEUMONÍA,340,La Granja,agosto,2019
ASMA,202,La Granja,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,104,La Granja,agosto,2019
OTRAS RESPIRATORIAS,1.320,La Granja,agosto,2019
CARDIOVASCULAR,1.318,La Granja,agosto,2019
IRA ALTA,3.752,La Pintana,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,818,La Pintana,agosto,2019
NEUMONÍA,422,La Pintana,agosto,2019
ASMA,140,La Pintana,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,118,La Pintana,agosto,2019
OTRAS RESPIRATORIAS,1.688,La Pintana,agosto,2019
CARDIOVASCULAR,852,La Pintana,agosto,2019
IRA ALTA,734,La Reina,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,110,La Reina,agosto,2019
NEUMONÍA,64,La Reina,agosto,2019
ASMA,14,La Reina,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,La Reina,agosto,2019
OTRAS RESPIRATORIAS,350,La Reina,agosto,2019
CARDIOVASCULAR,470,La Reina,agosto,2019
IRA ALTA,1.126,Las Condes,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,102,Las Condes,agosto,2019
NEUMONÍA,144,Las Condes,agosto,2019
ASMA,86,Las Condes,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,48,Las Condes,agosto,2019
OTRAS RESPIRATORIAS,536,Las Condes,agosto,2019
CARDIOVASCULAR,380,Las Condes,agosto,2019
IRA ALTA,730,Lo Barnechea,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,114,Lo Barnechea,agosto,2019
NEUMONÍA,118,Lo Barnechea,agosto,2019
ASMA,56,Lo Barnechea,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,42,Lo Barnechea,agosto,2019
OTRAS RESPIRATORIAS,286,Lo Barnechea,agosto,2019
CARDIOVASCULAR,1.176,Lo Barnechea,agosto,2019
IRA ALTA,1.176,Lo Espejo,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,576,Lo Espejo,agosto,2019
NEUMONÍA,224,Lo Espejo,agosto,2019
ASMA,112,Lo Espejo,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,38,Lo Espejo,agosto,2019
OTRAS RESPIRATORIAS,548,Lo Espejo,agosto,2019
CARDIOVASCULAR,350,Lo Espejo,agosto,2019
IRA ALTA,2.686,Lo Prado,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,322,Lo Prado,agosto,2019
NEUMONÍA,184,Lo Prado,agosto,2019
ASMA,72,Lo Prado,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,20,Lo Prado,agosto,2019
OTRAS RESPIRATORIAS,1.016,Lo Prado,agosto,2019
CARDIOVASCULAR,56,Lo Prado,agosto,2019
IRA ALTA,290,Macul,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,174,Macul,agosto,2019
NEUMONÍA,10,Macul,agosto,2019
ASMA,146,Macul,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,66,Macul,agosto,2019
OTRAS RESPIRATORIAS,510,Macul,agosto,2019
CARDIOVASCULAR,0,Macul,agosto,2019
IRA ALTA,2.776,Maipu,agosto,2019
SINDROME BRONQUIAL OBSTRUCTIVO,706,Maipu,agosto,2019
NEUMONÍA,218,Maipu,agosto,2019
ASMA,666,Maipu,agosto,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,118,Maipu,agosto,2019
OTRAS RESPIRATORIAS,1.496,Maipu,agosto,2019
CARDIOVASCULAR,1.136,Maipu,agosto,2019
IRA ALTA,1.000,Ñuñoa,agosto,2019
