Consulta_por,n_pacientes,Comuna,Mes,Año
OTRAS RESPIRATORIAS,382,Las Condes,julio,2018
CARDIOVASCULAR,169,Las Condes,julio,2018
IRA ALTA,251,Lo Barnechea,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,109,Lo Barnechea,julio,2018
NEUMONÍA,71,Lo Barnechea,julio,2018
ASMA,12,Lo Barnechea,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Lo Barnechea,julio,2018
OTRAS RESPIRATORIAS,164,Lo Barnechea,julio,2018
CARDIOVASCULAR,208,Lo Barnechea,julio,2018
IRA ALTA,705,Lo Espejo,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,332,Lo Espejo,julio,2018
NEUMONÍA,217,Lo Espejo,julio,2018
ASMA,7,Lo Espejo,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,21,Lo Espejo,julio,2018
OTRAS RESPIRATORIAS,224,Lo Espejo,julio,2018
CARDIOVASCULAR,293,Lo Espejo,julio,2018
IRA ALTA,779,Lo Prado,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,102,Lo Prado,julio,2018
NEUMONÍA,120,Lo Prado,julio,2018
ASMA,18,Lo Prado,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Lo Prado,julio,2018
OTRAS RESPIRATORIAS,528,Lo Prado,julio,2018
CARDIOVASCULAR,155,Lo Prado,julio,2018
IRA ALTA,169,Macul,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,155,Macul,julio,2018
NEUMONÍA,20,Macul,julio,2018
ASMA,66,Macul,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,28,Macul,julio,2018
OTRAS RESPIRATORIAS,212,Macul,julio,2018
CARDIOVASCULAR,0,Macul,julio,2018
IRA ALTA,1.408,Maipú,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,487,Maipú,julio,2018
NEUMONÍA,186,Maipú,julio,2018
ASMA,103,Maipú,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,36,Maipú,julio,2018
OTRAS RESPIRATORIAS,1.227,Maipú,julio,2018
CARDIOVASCULAR,388,Maipú,julio,2018
IRA ALTA,419,Ñuñoa,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,57,Ñuñoa,julio,2018
NEUMONÍA,64,Ñuñoa,julio,2018
ASMA,45,Ñuñoa,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,33,Ñuñoa,julio,2018
OTRAS RESPIRATORIAS,459,Ñuñoa,julio,2018
CARDIOVASCULAR,6,Ñuñoa,julio,2018
IRA ALTA,319,Pedro Aguirre Cerda,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,238,Pedro Aguirre Cerda,julio,2018
NEUMONÍA,95,Pedro Aguirre Cerda,julio,2018
ASMA,41,Pedro Aguirre Cerda,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,31,Pedro Aguirre Cerda,julio,2018
OTRAS RESPIRATORIAS,713,Pedro Aguirre Cerda,julio,2018
CARDIOVASCULAR,4,Pedro Aguirre Cerda,julio,2018
IRA ALTA,4.129,Peñalolén,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,1.800,Peñalolén,julio,2018
NEUMONÍA,812,Peñalolén,julio,2018
ASMA,599,Peñalolén,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,256,Peñalolén,julio,2018
OTRAS RESPIRATORIAS,814,Peñalolén,julio,2018
CARDIOVASCULAR,242,Peñalolén,julio,2018
IRA ALTA,143,Providencia,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,9,Providencia,julio,2018
NEUMONÍA,27,Providencia,julio,2018
ASMA,27,Providencia,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,Providencia,julio,2018
OTRAS RESPIRATORIAS,307,Providencia,julio,2018
CARDIOVASCULAR,2,Providencia,julio,2018
IRA ALTA,1.808,Pudahuel,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,728,Pudahuel,julio,2018
NEUMONÍA,326,Pudahuel,julio,2018
ASMA,27,Pudahuel,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,35,Pudahuel,julio,2018
OTRAS RESPIRATORIAS,1.589,Pudahuel,julio,2018
CARDIOVASCULAR,40,Pudahuel,julio,2018
IRA ALTA,2.857,Quilicura,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,843,Quilicura,julio,2018
NEUMONÍA,139,Quilicura,julio,2018
ASMA,82,Quilicura,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,53,Quilicura,julio,2018
OTRAS RESPIRATORIAS,323,Quilicura,julio,2018
CARDIOVASCULAR,307,Quilicura,julio,2018
IRA ALTA,1.596,Quinta Normal,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,289,Quinta Normal,julio,2018
NEUMONÍA,375,Quinta Normal,julio,2018
ASMA,51,Quinta Normal,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,49,Quinta Normal,julio,2018
OTRAS RESPIRATORIAS,865,Quinta Normal,julio,2018
CARDIOVASCULAR,290,Quinta Normal,julio,2018
IRA ALTA,743,Recoleta,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,280,Recoleta,julio,2018
NEUMONÍA,166,Recoleta,julio,2018
ASMA,73,Recoleta,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,36,Recoleta,julio,2018
OTRAS RESPIRATORIAS,680,Recoleta,julio,2018
CARDIOVASCULAR,0,Recoleta,julio,2018
IRA ALTA,1.133,Renca,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,208,Renca,julio,2018
NEUMONÍA,119,Renca,julio,2018
ASMA,52,Renca,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,80,Renca,julio,2018
OTRAS RESPIRATORIAS,558,Renca,julio,2018
CARDIOVASCULAR,196,Renca,julio,2018
IRA ALTA,440,San Joaquín,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,109,San Joaquín,julio,2018
NEUMONÍA,60,San Joaquín,julio,2018
ASMA,23,San Joaquín,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,30,San Joaquín,julio,2018
OTRAS RESPIRATORIAS,305,San Joaquín,julio,2018
CARDIOVASCULAR,137,San Joaquín,julio,2018
IRA ALTA,385,San Miguel,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,96,San Miguel,julio,2018
NEUMONÍA,76,San Miguel,julio,2018
ASMA,45,San Miguel,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,51,San Miguel,julio,2018
OTRAS RESPIRATORIAS,491,San Miguel,julio,2018
CARDIOVASCULAR,0,San Miguel,julio,2018
IRA ALTA,177,San Ramón,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,121,San Ramón,julio,2018
NEUMONÍA,37,San Ramón,julio,2018
ASMA,35,San Ramón,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,17,San Ramón,julio,2018
OTRAS RESPIRATORIAS,147,San Ramón,julio,2018
CARDIOVASCULAR,0,San Ramón,julio,2018
IRA ALTA,7,Vitacura,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,0,Vitacura,julio,2018
NEUMONÍA,3,Vitacura,julio,2018
ASMA,2,Vitacura,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Vitacura,julio,2018
OTRAS RESPIRATORIAS,18,Vitacura,julio,2018
CARDIOVASCULAR,0,Vitacura,julio,2018
IRA ALTA,3.347,Puente Alto,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,2.383,Puente Alto,julio,2018
NEUMONÍA,683,Puente Alto,julio,2018
ASMA,256,Puente Alto,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,105,Puente Alto,julio,2018
OTRAS RESPIRATORIAS,1.516,Puente Alto,julio,2018
CARDIOVASCULAR,1,Puente Alto,julio,2018
IRA ALTA,425,Pirque,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,46,Pirque,julio,2018
NEUMONÍA,126,Pirque,julio,2018
ASMA,15,Pirque,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Pirque,julio,2018
OTRAS RESPIRATORIAS,126,Pirque,julio,2018
CARDIOVASCULAR,90,Pirque,julio,2018
IRA ALTA,170,San José De Maipo,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,39,San José De Maipo,julio,2018
NEUMONÍA,51,San José De Maipo,julio,2018
ASMA,33,San José De Maipo,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,San José De Maipo,julio,2018
OTRAS RESPIRATORIAS,168,San José De Maipo,julio,2018
CARDIOVASCULAR,0,San José De Maipo,julio,2018
IRA ALTA,301,Colina,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,175,Colina,julio,2018
NEUMONÍA,47,Colina,julio,2018
ASMA,10,Colina,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,9,Colina,julio,2018
OTRAS RESPIRATORIAS,214,Colina,julio,2018
CARDIOVASCULAR,0,Colina,julio,2018
IRA ALTA,1.087,Lampa,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,201,Lampa,julio,2018
NEUMONÍA,95,Lampa,julio,2018
ASMA,51,Lampa,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,40,Lampa,julio,2018
OTRAS RESPIRATORIAS,444,Lampa,julio,2018
CARDIOVASCULAR,53,Lampa,julio,2018
IRA ALTA,245,Tiltil,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,35,Tiltil,julio,2018
NEUMONÍA,41,Tiltil,julio,2018
ASMA,10,Tiltil,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Tiltil,julio,2018
OTRAS RESPIRATORIAS,91,Tiltil,julio,2018
CARDIOVASCULAR,19,Tiltil,julio,2018
IRA ALTA,2.563,San Bernardo,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,952,San Bernardo,julio,2018
NEUMONÍA,303,San Bernardo,julio,2018
ASMA,158,San Bernardo,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,63,San Bernardo,julio,2018
OTRAS RESPIRATORIAS,915,San Bernardo,julio,2018
CARDIOVASCULAR,286,San Bernardo,julio,2018
IRA ALTA,715,Buin,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,304,Buin,julio,2018
NEUMONÍA,207,Buin,julio,2018
ASMA,44,Buin,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,35,Buin,julio,2018
OTRAS RESPIRATORIAS,363,Buin,julio,2018
CARDIOVASCULAR,0,Buin,julio,2018
IRA ALTA,350,Calera De Tango,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,47,Calera De Tango,julio,2018
NEUMONÍA,5,Calera De Tango,julio,2018
ASMA,9,Calera De Tango,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,1,Calera De Tango,julio,2018
OTRAS RESPIRATORIAS,96,Calera De Tango,julio,2018
CARDIOVASCULAR,144,Calera De Tango,julio,2018
IRA ALTA,1.192,Paine,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,184,Paine,julio,2018
NEUMONÍA,110,Paine,julio,2018
ASMA,50,Paine,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,29,Paine,julio,2018
OTRAS RESPIRATORIAS,640,Paine,julio,2018
CARDIOVASCULAR,24,Paine,julio,2018
IRA ALTA,1.358,Melipilla,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,288,Melipilla,julio,2018
NEUMONÍA,56,Melipilla,julio,2018
ASMA,58,Melipilla,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,10,Melipilla,julio,2018
OTRAS RESPIRATORIAS,378,Melipilla,julio,2018
CARDIOVASCULAR,196,Melipilla,julio,2018
IRA ALTA,43,Alhué,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,6,Alhué,julio,2018
NEUMONÍA,8,Alhué,julio,2018
ASMA,0,Alhué,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Alhué,julio,2018
OTRAS RESPIRATORIAS,49,Alhué,julio,2018
CARDIOVASCULAR,74,Alhué,julio,2018
IRA ALTA,0,Curacaví,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,0,Curacaví,julio,2018
NEUMONÍA,0,Curacaví,julio,2018
ASMA,1,Curacaví,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Curacaví,julio,2018
OTRAS RESPIRATORIAS,0,Curacaví,julio,2018
CARDIOVASCULAR,0,Curacaví,julio,2018
IRA ALTA,376,María Pinto,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,46,María Pinto,julio,2018
NEUMONÍA,70,María Pinto,julio,2018
ASMA,18,María Pinto,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,17,María Pinto,julio,2018
OTRAS RESPIRATORIAS,140,María Pinto,julio,2018
CARDIOVASCULAR,30,María Pinto,julio,2018
IRA ALTA,34,San Pedro,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,10,San Pedro,julio,2018
NEUMONÍA,1,San Pedro,julio,2018
ASMA,9,San Pedro,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,San Pedro,julio,2018
OTRAS RESPIRATORIAS,36,San Pedro,julio,2018
CARDIOVASCULAR,98,San Pedro,julio,2018
IRA ALTA,500,Talagante,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,39,Talagante,julio,2018
NEUMONÍA,12,Talagante,julio,2018
ASMA,4,Talagante,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Talagante,julio,2018
OTRAS RESPIRATORIAS,284,Talagante,julio,2018
CARDIOVASCULAR,0,Talagante,julio,2018
IRA ALTA,312,El Monte,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,5,El Monte,julio,2018
NEUMONÍA,9,El Monte,julio,2018
ASMA,0,El Monte,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,El Monte,julio,2018
OTRAS RESPIRATORIAS,68,El Monte,julio,2018
CARDIOVASCULAR,19,El Monte,julio,2018
IRA ALTA,100,Isla De Maipo,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,41,Isla De Maipo,julio,2018
NEUMONÍA,23,Isla De Maipo,julio,2018
ASMA,2,Isla De Maipo,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Isla De Maipo,julio,2018
OTRAS RESPIRATORIAS,82,Isla De Maipo,julio,2018
CARDIOVASCULAR,0,Isla De Maipo,julio,2018
IRA ALTA,260,Padre Hurtado,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,61,Padre Hurtado,julio,2018
NEUMONÍA,18,Padre Hurtado,julio,2018
ASMA,12,Padre Hurtado,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Padre Hurtado,julio,2018
OTRAS RESPIRATORIAS,99,Padre Hurtado,julio,2018
CARDIOVASCULAR,0,Padre Hurtado,julio,2018
IRA ALTA,1.204,Peñaflor,julio,2018
SINDROME BRONQUIAL OBSTRUCTIVO,181,Peñaflor,julio,2018
NEUMONÍA,67,Peñaflor,julio,2018
ASMA,19,Peñaflor,julio,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,17,Peñaflor,julio,2018
OTRAS RESPIRATORIAS,293,Peñaflor,julio,2018
CARDIOVASCULAR,146,Peñaflor,julio,2018
IRA ALTA,1.412,Santiago,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,376,Santiago,agosto,2018
NEUMONÍA,196,Santiago,agosto,2018
ASMA,40,Santiago,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,38,Santiago,agosto,2018
OTRAS RESPIRATORIAS,1.140,Santiago,agosto,2018
CARDIOVASCULAR,28,Santiago,agosto,2018
IRA ALTA,287,Cerrillos,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,56,Cerrillos,agosto,2018
NEUMONÍA,26,Cerrillos,agosto,2018
ASMA,22,Cerrillos,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,14,Cerrillos,agosto,2018
OTRAS RESPIRATORIAS,360,Cerrillos,agosto,2018
CARDIOVASCULAR,0,Cerrillos,agosto,2018
IRA ALTA,635,Cerro Navia,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,325,Cerro Navia,agosto,2018
NEUMONÍA,115,Cerro Navia,agosto,2018
ASMA,188,Cerro Navia,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,64,Cerro Navia,agosto,2018
OTRAS RESPIRATORIAS,210,Cerro Navia,agosto,2018
CARDIOVASCULAR,892,Cerro Navia,agosto,2018
IRA ALTA,1.601,Conchalí,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,311,Conchalí,agosto,2018
NEUMONÍA,214,Conchalí,agosto,2018
ASMA,136,Conchalí,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,45,Conchalí,agosto,2018
OTRAS RESPIRATORIAS,489,Conchalí,agosto,2018
CARDIOVASCULAR,37,Conchalí,agosto,2018
IRA ALTA,2.892,El Bosque,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,567,El Bosque,agosto,2018
NEUMONÍA,408,El Bosque,agosto,2018
ASMA,85,El Bosque,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,99,El Bosque,agosto,2018
OTRAS RESPIRATORIAS,1.407,El Bosque,agosto,2018
CARDIOVASCULAR,692,El Bosque,agosto,2018
IRA ALTA,285,Estación Central,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,134,Estación Central,agosto,2018
NEUMONÍA,29,Estación Central,agosto,2018
ASMA,24,Estación Central,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,Estación Central,agosto,2018
OTRAS RESPIRATORIAS,716,Estación Central,agosto,2018
CARDIOVASCULAR,27,Estación Central,agosto,2018
IRA ALTA,1.151,Huechuraba,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,263,Huechuraba,agosto,2018
NEUMONÍA,196,Huechuraba,agosto,2018
ASMA,47,Huechuraba,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,17,Huechuraba,agosto,2018
OTRAS RESPIRATORIAS,343,Huechuraba,agosto,2018
CARDIOVASCULAR,75,Huechuraba,agosto,2018
IRA ALTA,552,Independencia,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,127,Independencia,agosto,2018
NEUMONÍA,33,Independencia,agosto,2018
ASMA,29,Independencia,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,10,Independencia,agosto,2018
OTRAS RESPIRATORIAS,425,Independencia,agosto,2018
CARDIOVASCULAR,93,Independencia,agosto,2018
IRA ALTA,583,La Cisterna,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,160,La Cisterna,agosto,2018
NEUMONÍA,123,La Cisterna,agosto,2018
ASMA,51,La Cisterna,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,32,La Cisterna,agosto,2018
OTRAS RESPIRATORIAS,131,La Cisterna,agosto,2018
CARDIOVASCULAR,537,La Cisterna,agosto,2018
IRA ALTA,4.859,La Florida,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,605,La Florida,agosto,2018
NEUMONÍA,683,La Florida,agosto,2018
ASMA,191,La Florida,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,99,La Florida,agosto,2018
OTRAS RESPIRATORIAS,1.744,La Florida,agosto,2018
CARDIOVASCULAR,352,La Florida,agosto,2018
IRA ALTA,1.161,La Granja,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,411,La Granja,agosto,2018
NEUMONÍA,242,La Granja,agosto,2018
ASMA,78,La Granja,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,53,La Granja,agosto,2018
OTRAS RESPIRATORIAS,753,La Granja,agosto,2018
CARDIOVASCULAR,516,La Granja,agosto,2018
IRA ALTA,2.012,La Pintana,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,515,La Pintana,agosto,2018
NEUMONÍA,309,La Pintana,agosto,2018
ASMA,56,La Pintana,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,42,La Pintana,agosto,2018
OTRAS RESPIRATORIAS,719,La Pintana,agosto,2018
CARDIOVASCULAR,179,La Pintana,agosto,2018
IRA ALTA,285,La Reina,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,110,La Reina,agosto,2018
NEUMONÍA,38,La Reina,agosto,2018
ASMA,6,La Reina,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,La Reina,agosto,2018
OTRAS RESPIRATORIAS,246,La Reina,agosto,2018
CARDIOVASCULAR,134,La Reina,agosto,2018
IRA ALTA,515,Las Condes,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,77,Las Condes,agosto,2018
NEUMONÍA,88,Las Condes,agosto,2018
ASMA,30,Las Condes,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,23,Las Condes,agosto,2018
OTRAS RESPIRATORIAS,362,Las Condes,agosto,2018
CARDIOVASCULAR,197,Las Condes,agosto,2018
IRA ALTA,388,Lo Barnechea,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,73,Lo Barnechea,agosto,2018
NEUMONÍA,49,Lo Barnechea,agosto,2018
ASMA,31,Lo Barnechea,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,Lo Barnechea,agosto,2018
OTRAS RESPIRATORIAS,204,Lo Barnechea,agosto,2018
CARDIOVASCULAR,320,Lo Barnechea,agosto,2018
IRA ALTA,642,Lo Espejo,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,215,Lo Espejo,agosto,2018
NEUMONÍA,184,Lo Espejo,agosto,2018
ASMA,5,Lo Espejo,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,21,Lo Espejo,agosto,2018
OTRAS RESPIRATORIAS,303,Lo Espejo,agosto,2018
CARDIOVASCULAR,332,Lo Espejo,agosto,2018
IRA ALTA,807,Lo Prado,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,130,Lo Prado,agosto,2018
NEUMONÍA,120,Lo Prado,agosto,2018
ASMA,23,Lo Prado,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,14,Lo Prado,agosto,2018
OTRAS RESPIRATORIAS,465,Lo Prado,agosto,2018
CARDIOVASCULAR,0,Lo Prado,agosto,2018
IRA ALTA,211,Macul,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,138,Macul,agosto,2018
NEUMONÍA,19,Macul,agosto,2018
ASMA,62,Macul,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,34,Macul,agosto,2018
OTRAS RESPIRATORIAS,101,Macul,agosto,2018
CARDIOVASCULAR,0,Macul,agosto,2018
IRA ALTA,1.406,Maipú,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,385,Maipú,agosto,2018
NEUMONÍA,129,Maipú,agosto,2018
ASMA,113,Maipú,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,45,Maipú,agosto,2018
OTRAS RESPIRATORIAS,1.303,Maipú,agosto,2018
CARDIOVASCULAR,452,Maipú,agosto,2018
IRA ALTA,463,Ñuñoa,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,71,Ñuñoa,agosto,2018
NEUMONÍA,60,Ñuñoa,agosto,2018
ASMA,42,Ñuñoa,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,30,Ñuñoa,agosto,2018
OTRAS RESPIRATORIAS,368,Ñuñoa,agosto,2018
CARDIOVASCULAR,4,Ñuñoa,agosto,2018
IRA ALTA,473,Pedro Aguirre Cerda,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,195,Pedro Aguirre Cerda,agosto,2018
NEUMONÍA,118,Pedro Aguirre Cerda,agosto,2018
ASMA,42,Pedro Aguirre Cerda,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,34,Pedro Aguirre Cerda,agosto,2018
OTRAS RESPIRATORIAS,670,Pedro Aguirre Cerda,agosto,2018
CARDIOVASCULAR,7,Pedro Aguirre Cerda,agosto,2018
IRA ALTA,4.361,Peñalolén,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,1.649,Peñalolén,agosto,2018
NEUMONÍA,695,Peñalolén,agosto,2018
ASMA,585,Peñalolén,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,194,Peñalolén,agosto,2018
OTRAS RESPIRATORIAS,1.477,Peñalolén,agosto,2018
CARDIOVASCULAR,421,Peñalolén,agosto,2018
IRA ALTA,187,Providencia,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,10,Providencia,agosto,2018
NEUMONÍA,22,Providencia,agosto,2018
ASMA,33,Providencia,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,Providencia,agosto,2018
OTRAS RESPIRATORIAS,332,Providencia,agosto,2018
CARDIOVASCULAR,8,Providencia,agosto,2018
IRA ALTA,2.075,Pudahuel,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,407,Pudahuel,agosto,2018
NEUMONÍA,342,Pudahuel,agosto,2018
ASMA,27,Pudahuel,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,Pudahuel,agosto,2018
OTRAS RESPIRATORIAS,1.606,Pudahuel,agosto,2018
CARDIOVASCULAR,18,Pudahuel,agosto,2018
IRA ALTA,3.019,Quilicura,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,757,Quilicura,agosto,2018
NEUMONÍA,137,Quilicura,agosto,2018
ASMA,112,Quilicura,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,93,Quilicura,agosto,2018
OTRAS RESPIRATORIAS,276,Quilicura,agosto,2018
CARDIOVASCULAR,311,Quilicura,agosto,2018
IRA ALTA,1.393,Quinta Normal,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,205,Quinta Normal,agosto,2018
NEUMONÍA,283,Quinta Normal,agosto,2018
ASMA,61,Quinta Normal,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,33,Quinta Normal,agosto,2018
OTRAS RESPIRATORIAS,813,Quinta Normal,agosto,2018
CARDIOVASCULAR,420,Quinta Normal,agosto,2018
IRA ALTA,835,Recoleta,agosto,2018
SINDROME BRONQUIAL OBSTRUCTIVO,196,Recoleta,agosto,2018
NEUMONÍA,92,Recoleta,agosto,2018
ASMA,39,Recoleta,agosto,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Recoleta,agosto,2018
